GISJOIN,ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,Shape_Area,ZIP,YEAR,POP,POPDENS,P0_44,PER0_44,P45_64,PER45_64,P65_,PER65,PERW,WNH,PERHIS,HISPNH,PERBLK,BLKNH,PERASN,PERAUTO,PERTRAN,PERPEDB,PERTELE,PERBACH,MEDINC,PERNCITZ,PERASSIS,PEROFFTC,PERHSRV,PERPSRV,PERFOOD,PERCLEAN,PERTROCC,PERHU1,PERHU2_9,PERHU10p,PERMOBH,PERNOINS,PERNOBB,NYDUM,CASE4_11,CASE4_16,TEST4_16,CASE_5_1,TEST_5_1
G11434,11434,11434,B5,G6350,S,8465071,106288,40.6768082,-73.7764254,16469.05359,8571348.602,11434,2014-2018,65791,0.007772055,38658,0.587587968,17155,0.260749951,9978,0.151662081,0.015564439,0,0.075314253,0,0.849204298,1,0.02454743,0.468815888,0.463136775,0.029789839,0.021186152,0.217851366,62207,0.086592391,0.15874569,0.424074074,0.103443795,0.064587394,0.036452242,0.042625081,0.080636777,0.412846069,0.260420819,0.324606866,0.001018826,0.061390351,0.268381325,1,,,,1688,3300
G11435,11435,11435,B5,G6350,S,3958936,0,40.7012247,-73.8096353,12387.27584,3958932.76,11435,2014-2018,59296,0.014977762,37068,0.625134916,15167,0.255784539,7061,0.119080545,0.113616433,0,0.310779817,0,0.224079196,0,0.242731382,0.322638269,0.589144624,0.054792168,0.022500859,0.276708237,64086,0.237182947,0.155504927,0.453259803,0.056805494,0.024393545,0.07521061,0.053185371,0.066075718,0.200486273,0.349407355,0.447523047,0.001975484,0.121804333,0.180989721,1,,,,1342,2714
G11436,11436,11436,B5,G6350,S,2054419,0,40.6758179,-73.7966606,6623.606483,2054413.821,11436,2014-2018,20077,0.009772593,12260,0.610649001,5704,0.284106191,2113,0.105244807,0.015340937,0,0.147880659,0,0.597250585,1,0.103800369,0.488905019,0.42886769,0.035151389,0.017316466,0.203130688,75242,0.146884495,0.18150869,0.393550971,0.0817144,0.066893651,0.041357901,0.046364911,0.066793511,0.660286285,0.327896138,0.010153129,0.001664447,0.087811924,0.16197814,1,,,,448,911
G11691,11691,11691,B5,G6350,S,7129836,114576,40.6012607,-73.7616457,21105.12113,7144060.554,11691,2014-2018,67094,0.009410315,43347,0.646063731,15431,0.229990759,8316,0.123945509,0.239589233,0,0.263630131,0,0.442677438,0,0.034578353,0.480650432,0.394523933,0.071340321,0.028894823,0.258173591,46147,0.119190986,0.368748179,0.378140167,0.104018637,0.023218792,0.041390021,0.088448845,0.060104834,0.195878152,0.291467052,0.511886468,0,0.079863197,0.274303195,1,,,,1891,3415
G11692,11692,11692,B5,G6350,S,2596628,226794,40.594154,-73.791986,13452.84286,2596635.879,11692,2014-2018,20991,0.008083946,13108,0.624458101,5317,0.253299033,2566,0.122242866,0.099709399,0,0.244009337,0,0.569815635,1,0.057119718,0.445910973,0.48110766,0.037914079,0.01242236,0.234161444,44024,0.108332142,0.334556126,0.416592328,0.096215114,0.057219319,0.041289665,0.03644705,0.061297311,0.230333288,0.371609769,0.391580084,0.002158953,0.065653075,0.235363169,1,,,,486,956
G11693,11693,11693,B5,G6350,S,2553905,0,40.590916,-73.809715,18470.6068,2553911.142,11693,2014-2018,12919,0.005058528,7278,0.563356297,4052,0.313646567,1589,0.122997136,0.469463581,0,0.294914467,0,0.160616147,0,0.040328199,0.533580287,0.42341762,0.01530037,0.024480593,0.263671,59431,0.075160616,0.233849329,0.385700698,0.07736208,0.069277108,0.0401078,0.056753329,0.036144578,0.2855309,0.196589034,0.517880066,0,0.048092611,0.194633643,1,,,,286,596
G11694,11694,11694,B5,G6350,S,3460879,1189,40.5782702,-73.8447616,11651.31423,3460881.896,11694,2014-2018,21354,0.006170109,9737,0.455980144,7249,0.339468015,4368,0.20455184,0.730027161,1,0.149058724,0,0.06008242,0,0.034747588,0.647932817,0.241063738,0.063738157,0.034668389,0.43437675,80976,0.043645219,0.1073453,0.49444268,0.016195618,0.061395152,0.01968879,0.024875622,0.028262941,0.361040877,0.265065318,0.373261694,0.000632111,0.039047572,0.198512045,1,,,,605,1268
G11697,11697,11697,B5,G6350,S,6722312,16405,40.5526839,-73.9245263,19874.32529,6722326.765,11697,2014-2018,3540,0.000526605,1598,0.451412429,1043,0.294632768,899,0.253954802,0.916101695,1,0.064689266,0,0.005932203,0,0.005649718,0.786531987,0.122558923,0.041077441,0.04983165,0.507796881,103580,0.000282486,0.013919414,0.458940397,0.006622517,0.125165563,0.024503311,0.006622517,0.041721854,0.962788876,0.012534273,0.00391696,0.02075989,0.005932203,0.156776557,1,,,,82,193
G46324,46324,46324,B5,G6350,S,11401321,24869,41.583791,-87.5019947,17757.61691,11426190.93,46324,2014-2018,22039,0.001933022,14038,0.63696175,5328,0.241753256,2673,0.121284995,0.443123554,0,0.316076047,0,0.209583012,0,0.003403058,0.94297068,0.025024165,0.02158737,0.009880786,0.175150129,46158,0.050319887,0.169599042,0.381372651,0.038313778,0.023569723,0.070397674,0.034056692,0.058353234,0.871340607,0.095387274,0.028735011,0.004537107,0.101438751,0.263435069,0,,,,6,62
G53142,53142,53142,B5,G6350,S,56131123,201379,42.5215664,-88.0297923,75743.43343,56332478.91,53142,2014-2018,32929,0.000586644,19314,0.586534665,9096,0.276230678,4519,0.137234656,0.761547572,1,0.123143733,0,0.054997115,0,0.032676364,0.950652331,0.009784972,0.004771684,0.030744141,0.336833566,71615,0.015487868,0.095113367,0.537176174,0.029452425,0.021818838,0.053375008,0.023802368,0.022600228,0.790288856,0.096569349,0.094091226,0.019050569,0.046134052,0.136039944,0,,6,34,11,75
G60002,60002,60002,B5,G6350,S,84398784,12411905,42.4717405,-88.0844932,72318.76313,96810706.43,60002,2014-2018,24066,0.000285146,12822,0.532784842,7445,0.3093576,3799,0.157857558,0.866866118,1,0.069060085,0,0.021815009,0,0.014294025,0.903428619,0.018107134,0.012322911,0.063458798,0.317898646,82692,0.026385772,0.077041772,0.529868628,0.020986532,0.027431215,0.067173428,0.01396348,0.042138313,0.884142334,0.06074547,0.039808469,0.015303727,0.03344968,0.129394908,0,21,33,250,51,357
G60004,60004,60004,B5,G6350,S,28706391,70451,42.1127796,-87.9795423,40206.08178,28776842.75,60004,2014-2018,50915,0.001773647,26690,0.524207012,14809,0.290857311,9416,0.184935677,0.799764313,1,0.078817637,0,0.008072277,0,0.098242168,0.856551511,0.070215482,0.010290533,0.058300128,0.590453422,94096,0.088971816,0.040925178,0.622645825,0.020930233,0.012733511,0.035760579,0.01467785,0.030118185,0.680174355,0.160894765,0.158930881,0,0.047755757,0.108469169,0,84,63,739,123,1427
G60005,60005,60005,B5,G6350,S,16986656,106656,42.06449,-87.9854615,38086.49973,17093312.66,60005,2014-2018,29539,0.001738953,15303,0.518060869,8183,0.277023596,6053,0.204915535,0.768475575,1,0.107078777,0,0.022580318,0,0.091573852,0.851410906,0.060448596,0.020390712,0.051634546,0.508479956,78109,0.107755848,0.069454401,0.581029186,0.021185356,0.009152586,0.067396313,0.023233487,0.030209933,0.50549616,0.121517844,0.353636501,0.017693119,0.071954713,0.18430904,0,27,40,227,70,411
G60007,60007,60007,B5,G6350,S,36478442,914908,42.0086,-87.9973398,45272.61196,37393354.75,60007,2014-2018,33420,0.000916158,17289,0.517324955,10048,0.300658288,6083,0.182016756,0.750568522,1,0.120287253,0,0.011579892,0,0.100688211,0.893601483,0.032526263,0.016796809,0.050053368,0.350554244,79590,0.054308797,0.052195959,0.605347831,0.019028071,0.026517253,0.022412071,0.022301121,0.057971818,0.682888428,0.123881772,0.191941602,0.001288199,0.0388057,0.150920886,0,40,58,261,102,481
G60008,60008,60008,B5,G6350,S,13383804,16606,42.0697858,-88.016221,35449.08671,13400404.62,60008,2014-2018,21833,0.0016313,12983,0.5946503,5660,0.259240599,3190,0.146109101,0.603581734,1,0.248706087,0,0.046214446,0,0.081344753,0.880948231,0.027366219,0.035297194,0.039742025,0.357299035,66462,0.151880181,0.074942861,0.511594079,0.020107812,0.01061008,0.113887225,0.037391974,0.037477539,0.571886814,0.105281246,0.32283194,0,0.110900868,0.153975701,0,21,37,161,105,348
G60010,60010,60010,B5,G6350,S,191228545,6898036,42.1464981,-88.1646544,116488.8405,198126565.1,60010,2014-2018,46087,0.000241005,21225,0.460542018,15617,0.338859114,9245,0.200598867,0.810293575,1,0.038253737,0,0.00989433,0,0.124829128,0.778508564,0.07736349,0.011024889,0.125437683,0.65095153,137994,0.045218825,0.032273661,0.716790353,0.009647495,0.009554731,0.022820037,0.008951763,0.019666048,0.894227,0.051402654,0.052914497,0.001455849,0.022686619,0.08449172,0,22,30,204,42,382
G60012,60012,60012,B5,G6350,S,44807524,29491,42.2725326,-88.3140271,56268.28182,44837015.59,60012,2014-2018,10958,0.000244557,5072,0.462858186,4333,0.395418872,1553,0.141722942,0.91248403,1,0.043256069,0,0.010494616,0,0.022266837,0.81442612,0.050474763,0.01182742,0.112776945,0.518698973,127651,0.008030663,0.009872694,0.607061503,0.039700618,0.023755288,0.032704198,0.009274325,0.020338432,0.94369314,0.011310548,0.04302926,0.001967052,0.017995798,0.076123668,0,12,19,56,48,133
G60013,60013,60013,B5,G6350,S,37802460,2042675,42.2235111,-88.2357537,37677.66538,39845137.14,60013,2014-2018,25827,0.00068321,14291,0.553335656,8686,0.336314709,2850,0.110349634,0.85309947,1,0.08673094,0,0.012506292,0,0.029349131,0.866581415,0.04589372,0.006393862,0.073103154,0.415640923,98377,0.039609711,0.045449567,0.530895948,0.026343227,0.032320845,0.048863557,0.027524849,0.033154932,0.939454776,0.033812342,0.02578191,0.000950972,0.049328222,0.070309933,0,24,32,124,42,215
G60014,60014,60014,B5,G6350,S,65288836,2935907,42.2324139,-88.3274486,81256.75679,68224734.06,60014,2014-2018,48443,0.00074198,27061,0.55861528,15072,0.311128543,6310,0.130256177,0.822306628,1,0.123340834,0,0.01319076,0,0.023677311,0.887295003,0.038731439,0.009498701,0.058000233,0.404088576,87256,0.052701113,0.07091271,0.53789067,0.02360277,0.017290846,0.063769557,0.020618951,0.032018668,0.809145556,0.13471447,0.040199657,0.015940318,0.052669762,0.079840773,0,26,39,234,75,531
G60015,60015,60015,B5,G6350,S,35112931,436583,42.1736811,-87.8783621,37674.22181,35549525.37,60015,2014-2018,27452,0.00078182,14357,0.522985575,8488,0.30919423,4607,0.167820195,0.87061052,1,0.035735101,0,0.01009034,0,0.072016611,0.752271712,0.104647698,0.024132281,0.111425592,0.747989424,142409,0.054094419,0.01965602,0.658436815,0.008108108,0.010591673,0.022352082,0.00715851,0.00679328,0.841513783,0.050907694,0.107002209,0.000576314,0.031258025,0.066031941,0,56,79,383,97,567
G60016,60016,60016,B5,G6350,S,27517064,251235,42.0495733,-87.8950026,38732.91458,27768300.68,60016,2014-2018,59637,0.002167273,32440,0.54395761,17083,0.286449687,10114,0.169592703,0.561429985,1,0.13912504,0,0.037275517,0,0.242517229,0.854993811,0.068520105,0.021073344,0.045828176,0.404979104,64444,0.167915891,0.125136493,0.521687868,0.046354328,0.011107664,0.040831523,0.036270555,0.057958424,0.452959809,0.190958081,0.346620593,0.009461516,0.109568111,0.167416466,0,130,336,932,543,1560
G60018,60018,60018,B5,G6350,S,42517785,418357,41.9867946,-87.9031092,36270.39995,42936143.49,60018,2014-2018,30386,0.000714666,17689,0.582143092,7966,0.262160205,4731,0.155696702,0.506549069,1,0.350885276,0,0.01849536,0,0.10741789,0.893464454,0.042272758,0.022058321,0.028887523,0.254060325,60751,0.194234187,0.111975272,0.424929369,0.037333513,0.018834925,0.072918068,0.059800888,0.062895197,0.618642465,0.124220079,0.118737001,0.138400454,0.134271142,0.258550204,0,53,110,370,232,727
G60020,60020,60020,B5,G6350,S,11949595,3287621,42.3890541,-88.1733464,54973.00181,15237232.52,60020,2014-2018,9827,0.000822371,5171,0.526203317,2968,0.302025033,1688,0.17177165,0.873715274,1,0.086903429,0,0.009972525,0,0.021878498,0.912809258,0.022146848,0.004988029,0.055865922,0.247052138,57518,0.022590821,0.115605608,0.526233052,0.02004323,0.008056593,0.038317941,0.044409511,0.019846728,0.739476678,0.145999242,0.111869549,0.002654532,0.028323108,0.147092622,0,8,10,77,15,131
G60021,60021,60021,B5,G6350,S,5654395,362693,42.1947624,-88.2171807,15226.5338,6017084.162,60021,2014-2018,5548,0.000981184,3264,0.588320115,1757,0.316690699,527,0.094989185,0.894917087,1,0.077144917,0,0,0,0.012797404,0.78969007,0.052814674,0.011385199,0.136938646,0.485875706,106960,0.018745494,0.03117506,0.629940865,0.042328042,0.037037037,0.031434796,0.017429194,0.03330221,0.940527578,0.04028777,0.019184652,0,0.057498198,0.048441247,0,,7,30,9,66
G60022,60022,60022,B5,G6350,S,10201188,3717837,42.1354234,-87.7618824,19109.79698,10834014.7,60022,2014-2018,8477,0.000830982,4220,0.497817624,2808,0.331249263,1449,0.170933113,0.890881208,1,0.053792615,0,0.015571547,0,0.032440722,0.589572193,0.26631016,0.013368984,0.122994652,0.858352856,209821,0.050371594,0.007440958,0.636556291,0.004768212,0.001589404,0.005827815,0.001854305,0.003178808,0.934613077,0.023095381,0.042291542,0,0.021351893,0.06276286,0,14,15,110,21,175
G60025,60025,60025,B5,G6350,S,29801062,262577,42.0752009,-87.8210259,40524.68258,30063636.73,60025,2014-2018,41014,0.00137626,20969,0.511264446,11822,0.288243039,8223,0.200492515,0.765299654,1,0.0663432,0,0.013873312,0,0.134734481,0.812727662,0.087850868,0.014731091,0.078744375,0.594863038,97881,0.080118984,0.043426056,0.658916777,0.026472919,0.010198151,0.028797886,0.018863937,0.028110964,0.728018537,0.112224449,0.158441884,0.00131513,0.048467447,0.11973851,0,114,148,659,194,978
G60026,60026,60026,B5,G6350,S,10552661,0,42.0922336,-87.8374453,23420.60535,10552664.61,60026,2014-2018,14118,0.001337862,7154,0.506728998,3816,0.270293243,3148,0.222977759,0.686995325,1,0.08067715,0,0.015795438,0,0.195140955,0.749354839,0.142741935,0.005645161,0.092096774,0.672221664,111875,0.074939793,0.020396707,0.707874142,0.023478678,0.001277751,0.015492733,0.030027152,0.023318959,0.717188062,0.041891406,0.237864078,0,0.044878755,0.094872754,0,45,59,222,85,329
G60030,60030,60030,B5,G6350,S,66432381,3294415,42.3370784,-88.0443262,75035.97474,69726804.39,60030,2014-2018,36817,0.000554203,20391,0.553847407,11118,0.301980064,5308,0.144172529,0.772116142,1,0.113806122,0,0.029714534,0,0.053535052,0.860297174,0.043588944,0.015897756,0.074968828,0.455063115,87449,0.058071,0.066859033,0.605478751,0.021044547,0.014746544,0.035688684,0.023195084,0.025192012,0.802059342,0.038612654,0.107438017,0.051889988,0.04233366,0.125624604,0,27,45,300,70,484
G60031,60031,60031,B5,G6350,S,48909524,879322,42.3731885,-87.9396644,52134.244,49788847.22,60031,2014-2018,37172,0.000760016,21524,0.579037986,11205,0.301436565,4443,0.119525449,0.628214785,1,0.129667492,0,0.070267944,0,0.12937157,0.899038938,0.027741999,0.007232736,0.056871099,0.497543546,93028,0.052566448,0.077849117,0.606248758,0.022104113,0.017832307,0.050715279,0.029902643,0.019471488,0.752420759,0.093138279,0.150400557,0.004040404,0.043959314,0.104260908,0,54,80,414,135,638
G60033,60033,60033,B5,G6350,S,314241728,367836,42.4247856,-88.6080115,91545.86688,314609582.2,60033,2014-2018,13681,4.35365E-05,8691,0.63526058,3060,0.223667861,1930,0.141071559,0.576273664,1,0.409692274,0,0.002923763,0,0.000730941,0.901374293,0.021503638,0.021341956,0.050444624,0.160235294,58264,0.14216797,0.151364227,0.329096045,0.040175769,0.022755807,0.056654112,0.114877589,0.054927809,0.797339593,0.136541471,0.051056338,0.015062598,0.120459031,0.160892161,0,,13,90,53,183
G60035,60035,60035,B5,G6350,S,32921323,6827031,42.1859677,-87.8059389,38412.99047,33006019.76,60035,2014-2018,29734,0.000903184,13934,0.46862178,9263,0.311528889,6537,0.219849331,0.870585861,1,0.073249479,0,0.014125244,0,0.023609336,0.759159034,0.126908132,0.014918124,0.090549542,0.743981238,147973,0.032992534,0.023696273,0.62671068,0.007977443,0.009146551,0.028058593,0.021662884,0.008733925,0.82064911,0.054441492,0.124909398,0,0.02091481,0.077402058,0,82,108,499,145,729
G60040,60040,60040,B5,G6350,S,1833726,0,42.2063174,-87.8130869,7625.907222,1833726.422,60040,2014-2018,5366,0.002926282,3221,0.600260902,1414,0.263510995,731,0.136228103,0.456764816,0,0.478941483,0,0.031494596,0,0.025903839,0.749819234,0.093637021,0.090744758,0.048445409,0.400814111,57563,0.218784942,0.124562281,0.394877268,0.028815368,0,0.1547492,0.078619708,0.01280683,0.44973797,0.36922344,0.18103859,0,0.132954545,0.224612306,0,,17,66,41,113
G60041,60041,60041,B5,G6350,S,24856314,3944920,42.3680666,-88.1506628,58993.85458,28801238.37,60041,2014-2018,8897,0.000357937,4629,0.520287737,2688,0.302124312,1580,0.177587951,0.842755985,1,0.117904912,0,0.003259526,0,0.009441385,0.89570011,0.029106946,0,0.069018743,0.255253799,65117,0.026188603,0.080607477,0.543598469,0.016163335,0.019991493,0.020204168,0.018502765,0.025095704,0.928852717,0.04174324,0.024415857,0.004988186,0.069686411,0.158586449,0,,9,61,20,110
G60042,60042,60042,B5,G6350,S,11792602,1345421,42.278327,-88.195576,23975.30081,13138028.47,60042,2014-2018,8420,0.000714007,4748,0.563895487,2671,0.317220903,1001,0.11888361,0.839192399,1,0.132185273,0,0.003562945,0,0.014370546,0.933898674,0.012828876,0.006523157,0.03805175,0.264801228,76223,0.03432304,0.071843473,0.475132275,0.031534392,0.02010582,0.056507937,0.020952381,0.046772487,0.944927536,0.042318841,0.012753623,0,0.05053287,0.114338123,0,7,7,42,10,75
G60043,60043,60043,B5,G6350,S,1591015,0,42.0888593,-87.714588,6842.974383,1591019.174,60043,2014-2018,2512,0.001578866,1358,0.540605096,825,0.328423567,329,0.130971338,0.904458599,1,0.028264331,0,0.006767516,0,0.050955414,0.532110092,0.280963303,0.052752294,0.121559633,0.914114514,212750,0.080812102,0.008816121,0.732798165,0.009174312,0.008027523,0.003440367,0,0,0.966002345,0.033997655,0,0,0.018312102,0.078085642,0,12,13,53,14,84
G60044,60044,60044,B5,G6350,S,19628682,3793833,42.2843842,-87.862277,34313.92583,19724171.52,60044,2014-2018,10003,0.000509611,5314,0.531240628,3204,0.320303909,1485,0.148455463,0.786064181,1,0.076177147,0,0.013795861,0,0.11276617,0.807238395,0.08202203,0.011014949,0.090283242,0.704065278,107039,0.057882635,0.031066972,0.693679414,0.018030513,0.012482663,0.026352288,0.0063404,0.012284525,0.719182907,0.092509979,0.177036863,0.011270251,0.024751471,0.058314235,0,28,38,157,52,240
G60045,60045,60045,B5,G6350,S,54929358,4103225,42.2359973,-87.864777,51015.07334,55228093.64,60045,2014-2018,21131,0.000384694,10072,0.476645686,6496,0.307415645,4563,0.215938668,0.839240926,1,0.047939047,0,0.017841087,0,0.078557569,0.712529874,0.088881302,0.050642995,0.135313531,0.79201995,171913,0.034924992,0.022051903,0.718847352,0.008566978,0.014797508,0.027926124,0.017912773,0.01223854,0.854186834,0.038117135,0.106122943,0.001573088,0.022639897,0.070458518,0,63,77,288,88,428
G60046,60046,60046,B5,G6350,S,59342674,8068362,42.4163231,-88.0591192,68461.53106,67411037.5,60046,2014-2018,35286,0.000594614,20183,0.571983223,10852,0.307544068,4251,0.120472709,0.837159213,1,0.088902114,0,0.021198209,0,0.039194015,0.909095908,0.023592169,0.002969644,0.057193137,0.425056512,96024,0.022246783,0.045095829,0.588789602,0.017221771,0.019117249,0.038396967,0.017005145,0.025020309,0.896641024,0.027115546,0.069236042,0.007007388,0.034149118,0.102512482,0,40,53,300,87,479
G60047,60047,60047,B5,G6350,S,90372134,3511879,42.2031288,-88.0442058,71401.50795,93884002.27,60047,2014-2018,42637,0.000471794,23029,0.540117738,14473,0.339446959,5135,0.120435303,0.782184488,1,0.080704552,0,0.014986983,0,0.104533621,0.830958578,0.053332745,0.004764215,0.092416957,0.60960674,135146,0.067898773,0.033364832,0.675511092,0.017833841,0.012048717,0.028055676,0.021574598,0.014963027,0.936162847,0.020563595,0.035588174,0.005885204,0.033246865,0.062222868,0,31,47,212,81,380
G60048,60048,60048,B5,G6350,S,71171420,1773659,42.2954076,-87.9506111,60999.87575,72945071.47,60048,2014-2018,29058,0.000408282,14425,0.496420951,10161,0.34967995,4472,0.153899098,0.863135797,1,0.042845344,0,0.010255351,0,0.06855255,0.837490603,0.053372514,0.030410716,0.070320508,0.679767776,134621,0.03475807,0.024527387,0.668325268,0.007565946,0.014654761,0.024606366,0.015745348,0.014654761,0.850740775,0.062298702,0.086040306,0.000920217,0.018319602,0.089384392,0,38,46,233,61,368
G60050,60050,60050,B5,G6350,S,72465091,2326806,42.3311469,-88.2951796,65854.23301,74791892.42,60050,2014-2018,32732,0.000451693,18742,0.572589515,9023,0.27566296,4967,0.151747525,0.826255652,1,0.142062813,0,0.004949285,0,0.013534156,0.911379476,0.018204758,0.008050949,0.053953377,0.253165125,70289,0.055694733,0.092221331,0.455821878,0.015450593,0.019504171,0.05410645,0.0435319,0.044648102,0.818098511,0.114852997,0.065903016,0.000229095,0.067273118,0.136728148,0,24,46,188,93,398
