GISJOIN,ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shape_Leng,Shape_Area,ZIP,YEAR,POP,POPDENS,P0_44,PER0_44,P45_64,PER45_64,P65_,PER65,PERW,WNH,PERHIS,HISPNH,PERBLK,BLKNH,PERASN,PERAUTO,PERTRAN,PERPEDB,PERTELE,PERBACH,MEDINC,PERNCITZ,PERASSIS,PEROFFTC,PERHSRV,PERPSRV,PERFOOD,PERCLEAN,PERTROCC,PERHU1,PERHU2_9,PERHU10p,PERMOBH,PERNOINS,PERNOBB,NYDUM,CASE4_11,CASE4_16,TEST4_16,CASE_5_1,TEST_5_1
G11229,11229,11229,B5,G6350,S,5592659,143662,40.6012928,-73.9444926,15451.43959,5592659.24,11229,2014-2018,83615,0.014950849,45776,0.54746158,22913,0.274029779,14926,0.178508641,0.59405609,1,0.108102613,0,0.051031513,0,0.220594391,0.350265864,0.513536128,0.076898162,0.045588275,0.376150982,60873,0.146839682,0.208233697,0.498283058,0.079111416,0.023456073,0.049236621,0.028738972,0.045036716,0.310234413,0.247522958,0.440732238,0.001510391,0.067536169,0.187390939,1,,,,1292,2907
G11230,11230,11230,B5,G6350,S,4767216,0,40.6221642,-73.9651104,10389.69126,4767211.764,11230,2014-2018,89075,0.01868491,55901,0.627572271,19434,0.218175695,13740,0.154252035,0.659915801,1,0.102374404,0,0.068908223,0,0.140858827,0.315356772,0.505064676,0.137321474,0.031791015,0.409627385,49541,0.16195341,0.259518514,0.451840122,0.082204871,0.015752976,0.043737032,0.038822759,0.060554767,0.189782589,0.210818435,0.596485848,0.002759805,0.086143629,0.285228313,1,,,,1900,3956
G11231,11231,11231,B5,G6350,S,3681946,66967,40.6779162,-74.0051543,17199.11953,3681945.289,11231,2014-2018,37845,0.010278532,25079,0.662676708,8741,0.230968424,4025,0.106354869,0.579785969,1,0.186206897,0,0.121706963,0,0.053164222,0.112068092,0.619161009,0.172965853,0.078832708,0.628943305,100213,0.071422909,0.180804993,0.53494851,0.013183424,0.012437192,0.029252276,0.014626138,0.004726133,0.096219931,0.576430857,0.327289963,5.92487E-05,0.049491346,0.169914661,1,,,,352,826
G11232,11232,11232,B5,G6350,S,3084817,234,40.6577076,-74.0043769,18704.32228,3084819.665,11232,2014-2018,27602,0.008947694,19206,0.695819144,6184,0.224041736,2212,0.08013912,0.222483878,0,0.506267662,1,0.049706543,0,0.190855735,0.110303123,0.705526638,0.122933252,0.039727495,0.303488731,56661,0.230744149,0.228438493,0.399568677,0.043281029,0.011824199,0.106938351,0.05599762,0.036588087,0.079358243,0.598686336,0.319048132,0.00290729,0.144600866,0.184748071,1,,,,408,725
G11233,11233,11233,B5,G6350,S,3493430,0,40.6783019,-73.9199356,9935.137223,3493429.509,11233,2014-2018,76819,0.021989563,50438,0.656582356,17915,0.233210534,8466,0.11020711,0.0692537,0,0.159804215,0,0.736093935,1,0.016376157,0.201272464,0.701724762,0.048606923,0.034073091,0.251098934,40449,0.096252229,0.29909695,0.378025848,0.089186043,0.05763663,0.047906158,0.052592305,0.056114378,0.072706308,0.623005485,0.30372725,0.000560957,0.086273486,0.298790254,1,,,,1053,2185
G11234,11234,11234,B5,G6350,S,19191723,2139260,40.6064361,-73.9097247,47991.01929,19191712.86,11234,2014-2018,95666,0.004984753,53353,0.557700751,26210,0.273974035,16103,0.168325215,0.375263939,0,0.104770765,0,0.435881086,0,0.066387222,0.487301515,0.434700041,0.039605546,0.028714593,0.347944794,81399,0.091913532,0.122192555,0.485965346,0.072611637,0.037305886,0.036182215,0.036159741,0.052070926,0.485786667,0.418416944,0.092379297,0.003417091,0.061130576,0.169404743,1,,,,1958,4030
G11235,11235,11235,B5,G6350,S,5812674,495753,40.5839493,-73.9490961,18830.47658,5812674.953,11235,2014-2018,78128,0.013440974,38944,0.498464059,20821,0.266498566,18363,0.235037375,0.718820397,1,0.08308161,0,0.023192709,0,0.144122466,0.368813091,0.483563889,0.0945328,0.042880561,0.477827126,52538,0.194232541,0.248163872,0.482521023,0.110386141,0.015411874,0.044604438,0.023511545,0.064066147,0.13315779,0.271581868,0.59407118,0.000736148,0.091555027,0.227834764,1,,,,1664,3431
G11236,11236,11236,B5,G6350,S,9321435,89767,40.6394133,-73.9006642,14386.59232,9321434.44,11236,2014-2018,100331,0.010763472,59290,0.590943975,27435,0.273444897,13606,0.135611127,0.043187051,0,0.071423588,0,0.842172409,1,0.026701618,0.391545954,0.547161172,0.034174159,0.018668831,0.277227868,67669,0.114261793,0.164473289,0.422176238,0.119834457,0.048966379,0.027064681,0.040238481,0.065561679,0.208671706,0.678112794,0.111501391,0.000955405,0.07833838,0.185115077,1,,,,2259,4337
G11237,11237,11237,B5,G6350,S,2547925,46803,40.70416,-73.9211389,9847.608329,2594732.956,11237,2014-2018,49310,0.019353003,37538,0.761265463,8456,0.171486514,3316,0.067248023,0.19856013,0,0.629730278,1,0.075400527,0,0.072135469,0.129388087,0.69408213,0.119673337,0.044316291,0.302456484,51413,0.232528899,0.28614098,0.341738075,0.048153484,0.016683097,0.092667021,0.052058846,0.042466065,0.031800745,0.843220103,0.124979152,0,0.181606165,0.250657109,1,,,,745,1394
G11238,11238,11238,B5,G6350,S,2865975,0,40.6791692,-73.9638005,9685.320541,2865973.014,11238,2014-2018,54540,0.019030173,35860,0.657499083,12036,0.220682068,6644,0.121818849,0.425100843,0,0.109039237,0,0.354217088,0,0.060854419,0.088796524,0.714497135,0.11527804,0.063637509,0.619897603,85407,0.07803447,0.129588137,0.503027121,0.031444987,0.018626058,0.036418113,0.022270958,0.01186137,0.050492565,0.430123235,0.516762183,0.002209986,0.056875543,0.170000407,1,,,,638,1444
G11239,11239,11239,B5,G6350,S,1598726,27109,40.6477354,-73.8794772,7667.706866,1598724.455,11239,2014-2018,13244,0.008284096,6375,0.481350045,3031,0.228858351,3838,0.289791604,0.187783147,0,0.189293265,0,0.587284808,1,0.021443673,0.302895323,0.607126949,0.081514477,0.003786192,0.192451653,27104,0.041301722,0.411295092,0.399017802,0.07980356,0.109883364,0.069981584,0.034581543,0.078166564,0.008905487,0.046681988,0.944412525,0,0.036303131,0.354819633,1,,,,424,895
G11354,11354,11354,B5,G6350,S,5641424,59468,40.7682126,-73.8273924,14599.28998,5696794.932,11354,2014-2018,55200,0.009784764,27202,0.492789855,16804,0.30442029,11194,0.202789855,0.164130435,0,0.159474638,0,0.030253623,0,0.626286232,0.381882479,0.429376208,0.168263498,0.01455652,0.205458734,42500,0.35509058,0.144640016,0.456757828,0.047483155,0.014625446,0.116924296,0.053626635,0.049544193,0.1588,0.219955556,0.620133333,0.001111111,0.194597832,0.277247414,1,,,,912,1808
G11355,11355,11355,B5,G6350,S,4494259,0,40.7514628,-73.8209961,10907.57835,4494262.192,11355,2014-2018,80853,0.017990285,42558,0.526362658,24051,0.297465771,14244,0.176171571,0.074740579,0,0.147712515,0,0.028520896,0,0.726231556,0.391017947,0.433778993,0.151310464,0.015909789,0.195361126,39207,0.384463162,0.181083822,0.380001632,0.065745451,0.012022958,0.123466529,0.04031227,0.07306259,0.154541272,0.221970294,0.621878286,0.001610147,0.213388861,0.285119177,1,,,,1031,2012
G11356,11356,11356,B5,G6350,S,4084049,0,40.7849233,-73.8415475,15590.71997,4084041.187,11356,2014-2018,23362,0.005720304,14000,0.599263762,6326,0.270781611,3036,0.129954627,0.264917387,0,0.403090489,0,0.015195617,0,0.289829638,0.602053311,0.306960535,0.061599322,0.022605256,0.191043854,60493,0.228875952,0.114450557,0.43042191,0.048297557,0.031735751,0.074666913,0.068467802,0.059122872,0.298098025,0.685198732,0.013655206,0.003048037,0.122543551,0.223131625,1,,,,467,979
G11357,11357,11357,B5,G6350,S,7279772,2281,40.7851288,-73.8100365,16742.0476,7282054.085,11357,2014-2018,39902,0.005481216,19544,0.48980001,11717,0.293644429,8641,0.216555561,0.597689339,1,0.156383139,0,0.004686482,0,0.219788482,0.69643854,0.259461873,0.013676454,0.025008373,0.388687307,83951,0.095308506,0.065931795,0.557796868,0.020226185,0.020226185,0.046596346,0.025826446,0.033166594,0.524009266,0.332623803,0.140549678,0.001502536,0.056588561,0.157216672,1,,,,682,1532
G11358,11358,11358,B5,G6350,S,5047137,0,40.7604728,-73.7963725,10188.16983,5047128.307,11358,2014-2018,37190,0.007368534,19216,0.516698037,10840,0.291476203,7134,0.19182576,0.335466523,0,0.168351707,0,0.004947567,0,0.4698306,0.530467589,0.395507031,0.040128044,0.025151481,0.310807938,66129,0.209303576,0.083269437,0.494100623,0.040182547,0.023040962,0.060385129,0.032557881,0.045970614,0.504537983,0.368469949,0.124848138,0.002143929,0.120374355,0.172979604,1,,,,483,1145
G11360,11360,11360,B5,G6350,S,3609051,0,40.7803484,-73.7815481,10388.99787,3609050.208,11360,2014-2018,19621,0.005436609,8960,0.456653585,5371,0.273737322,5290,0.269609092,0.552061567,1,0.097752408,0,0.007593904,0,0.323989603,0.666513287,0.269297136,0.015874842,0.040952491,0.536009368,86174,0.105703073,0.049632995,0.596577017,0.02411647,0.018781952,0.030117804,0.02411647,0.023560791,0.255341543,0.288180192,0.452794443,0.003683823,0.03971248,0.137481067,1,,,,278,729
G11361,11361,11361,B5,G6350,S,4572643,49214,40.7641909,-73.7727748,11296.96562,4621857.223,11361,2014-2018,27246,0.00595848,14280,0.524113631,7717,0.283234236,5249,0.192652132,0.4178228,0,0.12882625,0,0.036041988,0,0.405600822,0.600546287,0.329322309,0.04170973,0.022072937,0.416407465,85887,0.147691404,0.069319769,0.552373452,0.03171762,0.022767953,0.051263693,0.019044892,0.026204625,0.405736966,0.390312105,0.197817067,0.00396897,0.070433552,0.108717335,1,,,,380,906
G11362,11362,11362,B5,G6350,S,6554282,39269,40.7566318,-73.735333,15314.54206,6589000.326,11362,2014-2018,18721,0.002856301,8472,0.452539928,5414,0.289193953,4835,0.258266118,0.44276481,0,0.088617061,0,0.008012393,0,0.432562363,0.666981355,0.247698844,0.029620014,0.043308945,0.434016788,89185,0.097590941,0.053838624,0.601983322,0.020283976,0.014987604,0.054879423,0.014311472,0.032116295,0.405932656,0.49665954,0.093933725,0.003474078,0.04998925,0.168927423,1,,,,270,664
G11363,11363,11363,B5,G6350,S,2227891,34217,40.7723479,-73.7462919,8341.065793,2227893.148,11363,2014-2018,6952,0.00312044,3316,0.47698504,2137,0.307393556,1499,0.215621404,0.507911392,1,0.131472957,0,0.016110472,0,0.32566168,0.559774548,0.363097004,0.029961436,0.032334619,0.546108692,104792,0.090621404,0.058624577,0.651949541,0.006880734,0.034116972,0.015768349,0.002866972,0.013474771,0.642674461,0.164413592,0.192911947,0,0.035529344,0.118000752,1,,,,89,237
G11364,11364,11364,B5,G6350,S,6391237,0,40.7452935,-73.7605831,14954.62113,6391232.449,11364,2014-2018,36806,0.005758823,18507,0.502825626,11602,0.315220345,6697,0.181954029,0.340243439,0,0.095799598,0,0.020920502,0,0.519018638,0.596643809,0.347828511,0.021631265,0.026983331,0.433799312,76988,0.123920013,0.074811864,0.570304388,0.030548117,0.026285589,0.039947538,0.021367288,0.033990928,0.440517181,0.377345232,0.181434896,0.000702691,0.079983693,0.114578722,1,,,,411,1026
G11365,11365,11365,B5,G6350,S,6471747,46201,40.7396342,-73.7944896,13637.23669,6517957.472,11365,2014-2018,44983,0.006950673,25057,0.557032657,13258,0.294733566,6668,0.148233777,0.253162306,0,0.197096681,0,0.074405887,0,0.446168553,0.568302808,0.378754579,0.026080586,0.020708181,0.371046798,66483,0.150990374,0.101920236,0.514081845,0.040544372,0.016302807,0.055854834,0.02910878,0.043096116,0.370181057,0.304347826,0.325163197,0.00030792,0.085899117,0.16260998,1,,,,711,1590
G11366,11366,11366,B5,G6350,S,2830903,0,40.7281572,-73.7850174,12943.22068,2830902.519,11366,2014-2018,14650,0.005175027,8031,0.548191126,4118,0.28109215,2501,0.170716724,0.389556314,0,0.088600683,0,0.048668942,0,0.451535836,0.532503038,0.381227217,0.031136087,0.047843256,0.444477288,78990,0.139044369,0.091517375,0.570273911,0.041161503,0.016015567,0.052088011,0.019757521,0.036521479,0.708432776,0.244431185,0.044550517,0,0.051471095,0.110511548,1,,,,348,717
G11367,11367,11367,B5,G6350,S,6100383,556542,40.7301446,-73.8270304,12067.71808,6656918.899,11367,2014-2018,41824,0.006855963,25054,0.599034047,10093,0.241320773,6677,0.15964518,0.464039786,0,0.178509946,0,0.073522379,0,0.254758034,0.468874993,0.419525661,0.072390288,0.027378739,0.368093972,57933,0.145108072,0.158230453,0.496463856,0.0442153,0.031150462,0.041138045,0.031312422,0.046806673,0.268636881,0.38045817,0.349765852,0.001139096,0.062758901,0.196982167,1,,,,868,1945
G11368,11368,11368,B5,G6350,S,6810487,99467,40.7497368,-73.8530446,16079.76614,6909410.708,11368,2014-2018,112425,0.01650763,79605,0.708072048,23101,0.205479208,9719,0.086448744,0.039217256,0,0.754885479,1,0.082641761,0,0.112190349,0.210859694,0.654729652,0.106307475,0.015816385,0.124191372,50797,0.385279075,0.311872851,0.236858562,0.048243517,0.017803936,0.161247011,0.092348722,0.070020232,0.086288801,0.554141993,0.35846294,0.001106267,0.238224452,0.276682338,1,,,,3560,5595
G11369,11369,11369,B5,G6350,S,2823943,0,40.7634449,-73.8723342,8914.387994,2823943.249,11369,2014-2018,34118,0.012081689,20070,0.588252535,8801,0.257957676,5247,0.153789788,0.080514684,0,0.636057213,1,0.148396741,0,0.122984935,0.350120243,0.54675343,0.072994766,0.017187721,0.171630787,54121,0.252124978,0.17359627,0.360422882,0.048579582,0.025489687,0.10280192,0.071280322,0.084381891,0.292707447,0.524089398,0.180651148,0.002552007,0.140969294,0.210899553,1,,,,1308,2190
G11370,11370,11370,B5,G6350,S,3859881,0,40.7653925,-73.893191,14042.85749,3859878.798,11370,2014-2018,32514,0.008423576,19951,0.613612598,8497,0.261333579,4066,0.125053823,0.253306268,0,0.37377745,0,0.137909823,0,0.2195362,0.385957184,0.530261651,0.043256101,0.028719937,0.22172619,65098,0.169373193,0.117227574,0.42546786,0.030431245,0.032546786,0.074857608,0.067534581,0.086167616,0.23553719,0.683932347,0.079569479,0.000960984,0.076714269,0.183910922,1,,,,1189,2239
G11372,11372,11372,B5,G6350,S,1918699,0,40.7516751,-73.8836665,7249.046192,1918698.843,11372,2014-2018,61844,0.032232257,35918,0.580783908,16286,0.263340017,9640,0.155876075,0.178222625,0,0.575641938,1,0.023688636,0,0.20195977,0.222184012,0.651796042,0.097789727,0.02501016,0.295105932,56383,0.359695363,0.13920383,0.38468132,0.027398518,0.014051307,0.124257638,0.092420253,0.089573257,0.050888437,0.156157654,0.792455002,0.000498906,0.131469508,0.206643151,1,,,,2071,3518
G11373,11373,11373,B5,G6350,S,3942312,0,40.7388426,-73.8785385,9091.283745,3942311.339,11373,2014-2018,93967,0.023835506,56714,0.603552311,24516,0.260900103,12737,0.135547586,0.065427224,0,0.413932551,0,0.017516788,0,0.482594954,0.191881438,0.703898475,0.075752966,0.018166804,0.263777555,51183,0.333234008,0.16724451,0.360041195,0.047579815,0.019320288,0.151596292,0.079340886,0.078640577,0.114058903,0.374343387,0.510476303,0.000914832,0.166771648,0.188641242,1,,,,2705,4765
G11374,11374,11374,B5,G6350,S,2442528,0,40.7264673,-73.8615153,9628.133322,2442532.857,11374,2014-2018,42653,0.017462645,21813,0.511405997,11844,0.277682695,8996,0.210911308,0.435326941,0,0.162872483,0,0.038848381,0,0.318383232,0.259678767,0.602079658,0.075898245,0.052316405,0.503840927,63161,0.201087848,0.141687268,0.562691822,0.044999097,0.014894385,0.044457483,0.039447554,0.044051273,0.139696767,0.075712787,0.784590445,0,0.077316324,0.185877627,1,,,,921,2049
G11375,11375,11375,B5,G6350,S,5152093,0,40.7209629,-73.84614,11812.1656,5152092.665,11375,2014-2018,73488,0.014263718,39040,0.531243196,19650,0.267390594,14798,0.201366209,0.499727847,0,0.157440671,0,0.024833987,0,0.279365339,0.275183874,0.620212476,0.052410787,0.0438845,0.61185818,80542,0.139002286,0.075874243,0.618007459,0.027970165,0.014491209,0.02575919,0.020085242,0.01539691,0.171395369,0.088517899,0.73801763,0.002069102,0.042037972,0.139331041,1,,,,1342,3014
G11377,11377,11377,B5,G6350,S,6569922,0,40.7448204,-73.9051607,16171.65459,6569914.061,11377,2014-2018,86421,0.013154037,51142,0.591777461,22174,0.256581155,13105,0.151641383,0.209520834,0,0.380694507,0,0.018791729,0,0.368463684,0.24443346,0.661154425,0.064821264,0.019457613,0.286637012,57010,0.360757223,0.099363057,0.386908834,0.025886611,0.018294971,0.100876128,0.067022709,0.115419416,0.102331645,0.40467514,0.491422985,0.001303588,0.132220855,0.200286624,1,,,,1774,3446
G11378,11378,11378,B5,G6350,S,6674050,122157,40.7247442,-73.9096392,13446.18068,6796194.837,11378,2014-2018,37279,0.005585664,22560,0.605166448,10019,0.268757209,4700,0.126076343,0.540787038,1,0.32208482,0,0.014243944,0,0.102792457,0.443542857,0.464914286,0.059142857,0.026914286,0.283230728,73333,0.159929183,0.078070454,0.435143877,0.038311399,0.022418024,0.061231318,0.049576177,0.046285969,0.290606301,0.647033379,0.061062649,0.000648836,0.090249885,0.173595684,1,,,,625,1381
G11379,11379,11379,B5,G6350,S,5373688,0,40.7167526,-73.879598,10787.4216,5373685.616,11379,2014-2018,37851,0.007043766,20028,0.529127368,11165,0.294972392,6658,0.17590024,0.661805501,1,0.201342105,0,0.00855988,0,0.109693271,0.478993424,0.430947334,0.060927224,0.022446872,0.332904793,82819,0.109006367,0.059982227,0.504521277,0.020053191,0.033510638,0.033617021,0.048776596,0.048085106,0.387915697,0.511153688,0.099630491,0.000342138,0.064169268,0.171282583,1,,,,688,1558
G11385,11385,11385,B5,G6350,S,9365111,82983,40.7006472,-73.8894227,18985.29581,9448097.068,11385,2014-2018,106717,0.011395167,68382,0.640778882,27231,0.255170217,11104,0.104050901,0.461285456,0,0.44272234,0,0.016023689,0,0.066540476,0.302592333,0.589774276,0.079629561,0.022369923,0.266415361,72261,0.197503678,0.095228606,0.380616932,0.041903448,0.029121807,0.070771074,0.072568493,0.059460048,0.134664057,0.787658187,0.076242661,0.001043705,0.12312194,0.197118943,1,,,,1773,3633
G11411,11411,11411,B5,G6350,S,3025177,0,40.6940251,-73.7362231,7640.348792,3025185.561,11411,2014-2018,20759,0.006862078,10633,0.512211571,6147,0.29611253,3979,0.1916759,0.009971579,0,0.0659473,0,0.905149574,1,0.002793969,0.585979861,0.38197134,0.010844307,0.018299768,0.316239316,93882,0.099908473,0.101435407,0.453669595,0.106451308,0.067346746,0.035420799,0.032587135,0.085293284,0.847115088,0.14547979,0.005708115,0.001697007,0.067434686,0.154226475,1,,,,586,1112
G11412,11412,11412,B5,G6350,S,4265905,0,40.6980965,-73.7589898,9055.489414,4265901.658,11412,2014-2018,37458,0.008780786,20775,0.554621176,11177,0.298387527,5506,0.146991297,0.007635218,0,0.050963746,0,0.882721982,1,0.023145923,0.523182014,0.418136833,0.025494836,0.02355852,0.238120909,78517,0.10505099,0.160521786,0.420255561,0.112688647,0.062102329,0.036651417,0.048745859,0.067045275,0.701794289,0.277651419,0.019037992,0.0015163,0.074932427,0.190415799,1,,,,1097,2088
G11413,11413,11413,B5,G6350,S,8039776,61151,40.6711705,-73.7520631,15945.65363,8100931.987,11413,2014-2018,42443,0.005279127,23959,0.564498268,11566,0.272506656,6918,0.162995076,0.014890559,0,0.049006903,0,0.900242678,1,0.011309285,0.561299407,0.378859499,0.024389017,0.020667806,0.264027188,86324,0.111184412,0.127630301,0.43492033,0.106210405,0.063447879,0.030476099,0.037195239,0.061528124,0.651696531,0.33122379,0.01494472,0.00213496,0.058553224,0.174328262,1,,,,1133,2199
G11414,11414,11414,B5,G6350,S,5988195,206511,40.6576043,-73.844804,21640.33776,5988197.733,11414,2014-2018,29219,0.004879434,14598,0.49960642,8201,0.280673534,6420,0.219720045,0.678462644,1,0.222902906,0,0.017728191,0,0.050480852,0.681963381,0.278457343,0.025165563,0.006466693,0.27926135,71648,0.035182587,0.102340824,0.520191286,0.027478366,0.034385912,0.053059056,0.016927281,0.047897374,0.391971251,0.403716364,0.193531423,0.006573758,0.037283485,0.181460674,1,,,,708,1410
G11415,11415,11415,B5,G6350,S,1465823,0,40.7078956,-73.8282973,7085.934473,1465819.027,11415,2014-2018,19372,0.013215784,11269,0.581715879,5016,0.258930415,3087,0.159353706,0.465104274,0,0.249483791,0,0.049917407,0,0.18950031,0.32195122,0.538211382,0.062804878,0.050304878,0.468999083,68294,0.148668181,0.087719298,0.537799691,0.027842227,0.027068832,0.039443155,0.026102088,0.075599381,0.119630291,0.116479361,0.763890348,0,0.059725377,0.180451128,1,,,,436,950
G11416,11416,11416,B5,G6350,S,1713829,0,40.684625,-73.8495824,6914.557834,1713824.124,11416,2014-2018,27125,0.015827133,16886,0.622525346,7459,0.274986175,2780,0.102488479,0.127115207,0,0.451354839,0,0.047705069,0,0.331023041,0.34071704,0.55262942,0.060382312,0.033636886,0.213862824,67461,0.201179724,0.206041291,0.381928566,0.058976583,0.025309469,0.078293779,0.059055429,0.079239927,0.240473738,0.745236869,0.013774459,0.000514933,0.090868843,0.134543439,1,,,,561,1041
G11417,11417,11417,B5,G6350,S,2898418,0,40.6764344,-73.8444671,8599.132691,2898426.309,11417,2014-2018,31927,0.011015319,18848,0.590346728,9102,0.285087857,3977,0.124565415,0.195571147,0,0.385316503,0,0.057756758,0,0.285996179,0.436703658,0.474722565,0.050075353,0.023085354,0.247754422,73424,0.157390297,0.155629139,0.428076949,0.053717633,0.024296079,0.057778074,0.05757838,0.066032084,0.39717329,0.5727161,0.028164687,0.001945924,0.079939857,0.13410596,1,,,,748,1476
G11418,11418,11418,B5,G6350,S,4225701,0,40.7002026,-73.8360122,11420.48422,4225695.884,11418,2014-2018,38517,0.009114937,23992,0.622893787,10168,0.26398733,4357,0.113118883,0.163875691,0,0.457018979,0,0.063867902,0,0.239296934,0.369615406,0.516414213,0.068641252,0.036432232,0.26931645,66570,0.224731937,0.16319254,0.401495854,0.048723646,0.032518563,0.058099832,0.067530215,0.088342095,0.254652052,0.495454159,0.248619254,0.001274535,0.141101573,0.160815506,1,,,,880,1795
G11419,11419,11419,B5,G6350,S,2899294,0,40.6886378,-73.8229419,7095.319637,2899287.269,11419,2014-2018,49618,0.017113822,29745,0.599480027,14166,0.285501229,5707,0.115018743,0.043048894,0,0.188600911,0,0.157442863,0,0.322262082,0.41571615,0.505492655,0.055599983,0.011574561,0.199024419,70882,0.224273449,0.195528488,0.400174477,0.072698571,0.029785643,0.041458956,0.048105683,0.090727817,0.449317739,0.516869096,0.032988454,0.000824711,0.112984211,0.163715041,1,,,,966,1894
G11420,11420,11420,B5,G6350,S,5380501,0,40.6735634,-73.8178293,9689.329137,5380492.069,11420,2014-2018,48489,0.009011986,27948,0.576378148,14850,0.306255027,5691,0.117366825,0.048815195,0,0.24046691,0,0.230299656,0,0.309616614,0.518235647,0.411439114,0.023084184,0.023727795,0.18980353,67932,0.152323207,0.168553841,0.4417406,0.062906633,0.048584706,0.03582594,0.052682721,0.078749472,0.583074753,0.392242595,0.021086037,0.003596615,0.086631722,0.152595182,1,,,,1143,2287
G11421,11421,11421,B5,G6350,S,3341502,0,40.6940617,-73.8586262,7896.83772,3341505.756,11421,2014-2018,41002,0.01227053,24863,0.606385054,10960,0.267304034,5179,0.126310912,0.168235696,0,0.586361641,1,0.029510756,0,0.193453978,0.333144476,0.591346897,0.039917589,0.028740664,0.24221059,72066,0.202209648,0.159563499,0.400738781,0.0523636,0.029750911,0.08341237,0.076723406,0.069335596,0.335399341,0.514985093,0.148046446,0.00156912,0.116424319,0.151572435,1,,,,984,1936
G11422,11422,11422,B5,G6350,S,5191049,119987,40.6600654,-73.7360119,17119.16686,5247899.071,11422,2014-2018,32082,0.006180254,18517,0.577177233,9407,0.29321738,4158,0.129605386,0.032822143,0,0.095692289,0,0.82510442,1,0.019886541,0.621334311,0.333760997,0.018756109,0.01344086,0.274218577,89235,0.122623278,0.151248317,0.46027184,0.089216215,0.059936531,0.02987845,0.034129693,0.072510628,0.573580533,0.415218231,0.010235612,0.000965624,0.063857678,0.126489174,1,,,,840,1705
G11423,11423,11423,B5,G6350,S,3665704,0,40.7156079,-73.7684931,12142.2129,3665705.957,11423,2014-2018,31400,0.008565885,17329,0.551878981,9303,0.296273885,4768,0.151847134,0.089394904,0,0.141878981,0,0.384808917,0,0.285031847,0.469344077,0.454928868,0.029082211,0.033929246,0.289582236,70266,0.166878981,0.155818943,0.451606911,0.094618862,0.040497864,0.039011704,0.043965571,0.074989163,0.432326888,0.291932565,0.272883132,0.002857415,0.089085926,0.174006335,1,,,,862,1631
G11426,11426,11426,B5,G6350,S,3494228,0,40.7364622,-73.722359,10474.38888,3494223.588,11426,2014-2018,20801,0.00595296,11932,0.573626268,5666,0.27239075,3203,0.153982982,0.280467285,0,0.189317821,0,0.061439354,0,0.441276862,0.685586549,0.262124599,0.017785985,0.026241617,0.377582538,88803,0.129032258,0.076620516,0.522842155,0.027563186,0.037482117,0.041773963,0.035002384,0.086981402,0.659629405,0.280376671,0.057867558,0.002126367,0.05869031,0.096758968,1,,,,443,928
G11427,11427,11427,B5,G6350,S,4094785,0,40.7309177,-73.7456211,12710.90653,4094785.306,11427,2014-2018,24037,0.005870149,12909,0.537047052,7235,0.3009943,3893,0.161958647,0.198111245,0,0.194533428,0,0.197071182,0,0.311228523,0.546560174,0.399074242,0.021419495,0.027954257,0.32165127,74581,0.115363814,0.096,0.519964349,0.057754011,0.034670232,0.036185383,0.033065954,0.067290553,0.540398346,0.248027057,0.210071402,0.001503194,0.069620523,0.159333333,1,,,,677,1312
G11428,11428,11428,B5,G6350,S,2153825,0,40.7210082,-73.7422573,7115.689491,2153830.477,11428,2014-2018,18929,0.008788551,10329,0.545670664,5730,0.302710127,2870,0.151619209,0.110676739,0,0.253315019,0,0.202546357,0,0.253843309,0.559844703,0.389794786,0.023516362,0.019301165,0.189201118,73699,0.096201595,0.10777258,0.440576881,0.064302754,0.021361961,0.040772067,0.063001518,0.066254609,0.70668006,0.202745689,0.08722585,0.003348401,0.065320791,0.166606693,1,,,,585,1079
G11429,11429,11429,B5,G6350,S,3351015,0,40.7097815,-73.7387333,8216.451476,3351016.801,11429,2014-2018,27403,0.008177522,15568,0.56811298,7872,0.287267817,3963,0.144619202,0.015837682,0,0.124256468,0,0.739918987,1,0.040944422,0.538263049,0.403347095,0.024034208,0.02211737,0.262262576,83240,0.139035872,0.16226158,0.418094685,0.099186756,0.058161487,0.035434214,0.029915771,0.079291316,0.710526316,0.269865841,0.01625387,0.003353973,0.062827225,0.134877384,1,,,,813,1439
G11432,11432,11432,B5,G6350,S,5566865,0,40.7153585,-73.7930717,12218.17398,5566865.568,11432,2014-2018,62053,0.011146848,37864,0.610188065,15512,0.249979856,8677,0.139832079,0.129357162,0,0.244339516,0,0.147196751,0,0.412856751,0.334810421,0.528535182,0.090626452,0.032162384,0.361317877,55906,0.216734082,0.162721734,0.462700133,0.042928057,0.026497937,0.05338041,0.054464098,0.081696148,0.265102346,0.213330005,0.519770344,0.000698952,0.100073825,0.200355853,1,,,,1464,2758
G11433,11433,11433,B5,G6350,S,4012839,0,40.6981514,-73.7869116,12890.15652,4012843.541,11433,2014-2018,36489,0.009093064,22608,0.619583984,9412,0.257940749,4469,0.122475267,0.016443312,0,0.188906246,0,0.620132095,1,0.087560635,0.428505898,0.503735256,0.049672346,0.01146789,0.161570593,51521,0.177834416,0.290236715,0.371624627,0.116462291,0.057055721,0.064553021,0.070207764,0.084884681,0.406773803,0.450406083,0.142820114,0,0.111964452,0.291757772,1,,,,795,1579
